"GeographyCode","QS602EW0001","QS602EW0002","QS602EW0003","QS602EW0004","QS602EW0005","QS602EW0006","QS602EW0007","QS602EW0008","QS602EW0009","QS602EW0010","QS602EW0011","QS602EW0012","QS602EW0013","QS602EW0014","QS602EW0015","QS602EW0016"
"E00167244",114,105,7,69,0,4,0,17,5,3,9,3,3,1,0,2
"E00167245",129,102,10,58,0,8,2,13,7,4,27,10,1,6,8,2
"E00167246",97,58,9,32,0,0,1,6,5,5,39,17,1,4,14,3
"E00167247",79,70,3,55,0,1,0,7,0,4,9,0,1,4,2,2
"E00167248",256,226,8,180,0,6,4,18,6,4,30,1,25,1,1,2
"E00167249",234,195,3,153,0,5,1,21,5,7,39,0,30,0,2,7
"E00167250",102,78,22,25,1,0,2,3,21,4,24,2,1,6,11,4
"E00167251",111,62,2,6,0,0,1,1,0,52,49,0,49,0,0,0
"E00167252",142,107,19,68,0,1,6,5,4,4,35,8,4,6,13,4
"E00167253",139,122,16,82,0,1,2,9,8,4,17,0,3,5,6,3
"E00167254",107,50,4,23,0,1,4,1,3,14,57,25,24,2,2,4
"E00167255",119,81,12,52,2,1,1,4,7,2,38,13,2,4,10,9
"E00167256",126,118,9,100,0,1,0,4,4,0,8,1,2,1,3,1
"E00167257",166,152,15,114,0,3,4,11,4,1,14,3,3,2,5,1
"E00167258",95,51,15,15,1,2,2,2,13,1,44,19,0,4,14,7
"E00167259",75,52,13,22,0,0,1,3,11,2,23,6,1,1,10,5
"E00167260",135,84,20,46,1,0,1,5,9,2,51,13,6,6,21,5
"E00167261",157,125,14,80,0,5,3,12,7,4,32,15,7,4,4,2
"E00167262",46,42,2,30,0,2,2,6,0,0,4,3,1,0,0,0
"E00167263",102,92,2,72,2,0,0,8,0,8,10,0,9,0,0,1
"E00167264",124,92,12,64,1,1,2,2,6,4,32,16,2,5,6,3
"E00167265",146,61,8,33,2,0,0,6,3,9,85,55,2,5,16,7
"E00167266",164,90,11,61,0,1,4,7,4,2,74,53,4,1,12,4
